record_id,source,content,review_title,published_at,likes,shares,views,rating,travel_type,language,hashtag,discovery_term,video_id,video_caption,comment_date_text,product_id,product_title,app_id,source_url,retrieved_at,clean_text,analysis_text
tiktok:174e3664f8f59d8d,tiktok_comment,Hii Do you know if we can fly drone over there? Do we need document to bring drone in china?,,,0,,,,,en,"#chinatravel,#xinjiang,#hemuvillage,#winter",#ExploreChina,7670468136432372736,The most beautiful snow village I’ve ever visited 🥲 #chinatravel #xinjiang #hemuvillage #winter ,2d ago,,,,https://www.tiktok.com/@shawnekoh/video/7670468136432373000/,2026-08-17 06:27:19.312863+00:00,Hii Do you know if we can fly drone over there? Do we need document to bring drone in china?,hii know fly drone need document bring drone china
tiktok:175367788d12c5c9,tiktok_comment,where is this in china ?,,,0,,,,,en,"#travel,#china",#ChinaTravel,7611416483410791424,#travel #china ,4-13,,,,https://www.tiktok.com/@llw12559p5s/video/7611416483410791694/,2026-07-23 05:45:57.908412+00:00,where is this in china ?,china
tiktok:1753e163287620d1,tiktok_comment,"My bamboo is the best, everyone knows my bamboo is the best.",,,0,,,,,en,"#trump,#china,#chinatravel,#panda,#chongqing",#ChinaTravel,7660017316125494272,Spicy bamboo #trump #china #chinatravel #panda #chongqing ,7-10,,,,https://www.tiktok.com/@trumpbyryan/video/7660017316125494558/,2026-07-24 07:42:35.312226+00:00,"My bamboo is the best, everyone knows my bamboo is the best.",bamboo best everyone knows bamboo best
tiktok:175b48d856df37a9,tiktok_comment,Awww love China ✨,,,0,,,,,en,"#china,#shanghai,#travel,#chinatravel,#shanghaitravel",#ChinaTravel,7598018181965401088,Shanghai 🇨🇳✨✨✨✨✨✨.           #china #shanghai #travel #chinatravel #shanghaitravel ,1-24,,,,https://www.tiktok.com/@vvncung/video/7598018181965401375/,2026-07-23 05:33:43.394002+00:00,Awww love China,awww love china
tiktok:175dfa1a8a1b6d91,tiktok_comment,Quảng đông đâu😭💔,,,0,,,,,vi,"#nextgentravel,#nextgenchina,#dulichtrungquoc",#ChinaTravel,7641908849867394048,Trung Quốc và những cái NHẤT của các tỉnh thành 🥇 #nextgentravel #nextgenchina #dulichtrungquoc🇨🇳 ,5-23,,,,https://www.tiktok.com/@nextgen.china/video/7641908849867394311/,2026-07-25 08:52:52.953036+00:00,Quảng đông đâu,quảng đông đâu
tiktok:17612142da36a77d,tiktok_comment,"que mi fyp siempre sea arte, paisajes y viajes... y animales adorables",,,0,,,,,es,"#wunvzhou,#婺女洲,#chinatravel,#travelbucketlist,#tiktoktravel",#ChinaTravel,7652174807173204992,"Wunvzhou Resort in Wuyuan is a Huizhou-style water town famous for stunning night lights, iron flower shows and fairy lake views. #wunvzhou #婺女洲 #chinatravel #travelbucketlist #tiktoktravel ",7-1,,,,https://www.tiktok.com/@lamartin183/video/7652174807173205262/,2026-07-24 07:47:10.936474+00:00,"que mi fyp siempre sea arte, paisajes y viajes... y animales adorables",fyp siempre arte paisajes viajes animales adorables
tiktok:1768fb3b94e60c3a,tiktok_comment,Stiap sebut china inget yu menglong,,,0,,,,,id,"#qiannan,#guizhou,#china,#travel,#fairyland",#ExploreChina,7659572142115163136,"🇨🇳 Qiannan Buyei and Miao Autonomous Prefecture (Qiannan) is located in Guizhou Province, China, with its capital in Duyun. Known for its karst landscapes, nature reserves, and cultural heritage, its key attractions include sites such as Xiaoqikong, Pingtang Bridge, and Yaoshan Ancient Village. 🇨🇳 #qiannan #guizhou #china #travel #fairyland ",8-5,,,,https://www.tiktok.com/@l1m_888_/video/7659572142115163410/,2026-08-17 07:43:05.605806+00:00,Stiap sebut china inget yu menglong,stiap china inget yu menglong
tiktok:176b61b95bbbcc0d,tiktok_comment,Haci encontraron Ami tio,,,0,,,,,en,"#handmade,#handmadecraft,#ruralcraft,#craftsman,#handwork",#ExploreChina,7593623600540830720,Explore rural China. Handmade craft #handmade #handmadecraft #ruralcraft #craftsman #handwork ,2-2,,,,https://www.tiktok.com/@explorechina786/video/7593623600540830996/,2026-07-23 05:50:13.915091+00:00,Haci encontraron Ami tio,haci encontraron ami tio
tiktok:1783afeff6c65a5b,tiktok_comment,"I love Jinan, I need to find time to go back!",,,0,,,,,en,,#TravelChina,7674645157811211264,,1h ago,,,,https://www.tiktok.com/@jia.mai/video/7674645157811211541/,2026-08-17 06:38:31.138396+00:00,"I love Jinan, I need to find time to go back!",love jinan need find time go back
tiktok:178416242636fdb0,tiktok_comment,Ib giá b,,,0,,,,,vi,"#nextgentravel,#nextgenchina,#shanghai,#hangzhou,#dulichtrungquoc",#ChinaTour,7647836093181692928,1 chiếc tour rất đáng trải nghiệm cho mùa hè này Thượng Hải - Hàng Châu - Ô Trấn 5N4Đ NO SHOPPING Nâng cấp #nextgentravel #nextgenchina #shanghai #hangzhou #dulichtrungquoc🇨🇳 ,1h ago,,,,https://www.tiktok.com/@nextgen.china/video/7647836093181693192/,2026-08-17 07:02:45.439775+00:00,Ib giá b,ib giá
tiktok:17b05f290bc3071f,tiktok_comment,Baiyun airport?,,,0,,,,,en,"#chinalife,#sharing,#chinatravel,#visitchina,#traveltips",#TravelChina,7573982478709378048,"First time coming to China? Don’t panic! This video will save your trip!
 From SIM cards, payments, apps, VPN, transport, food, maps, to tiny cultural tips…
 I’m breaking down EVERYTHING you need to know the moment you land.
 China is safe, convenient, cashless, and surprisingly easy,
 as long as you know what to prepare before you arrive!
 Watch this before you fly.
 I promise you’ll move around China like a local. ✨ #chinalife #sharing #chinatravel #visitchina #traveltips ",2025-11-21,,,,https://www.tiktok.com/@tina.chinabusiness/video/7573982478709378334/,2026-08-17 06:36:27.257208+00:00,Baiyun airport?,baiyun airport
tiktok:17b6a1d681abddb7,tiktok_comment,I just sent you a private message🥰,,,0,,,,,fr,"#chongqing,#chongqingtravel,#chinatravel,#tiktoktravel,#jianghaitravel",#ChinaTour,7630101852020804608,"Do you know where the craziest city on the earth is? It’s not Dubai with all its luxury. Not Qatar with its World Cup fame. It’s Chongqing, China #chongqing #chongqingtravel #chinatravel #tiktoktravel #jianghaitravel ",6-7,,,,https://www.tiktok.com/@chinatour.jianghai/video/7630101852020804895/,2026-08-17 06:57:12.000916+00:00,I just sent you a private message,just sent you private message
tiktok:17b894b5105bc1df,tiktok_comment,pengen otw ke cina,,,0,,,,,en,"#beautiful,#China,#chinatravel,#fyp,#laojunshan",#ChinaTravel,7674815867347061760,中國河南洛陽老君山 #beautiful #China #chinatravel #fyp #laojunshan ,4h ago,,,,https://www.tiktok.com/@suny04322/video/7674815867347062048/,2026-08-17 08:00:10.020932+00:00,pengen otw ke cina,pengen otw ke cina
tiktok:17b9e30f3f5da2d3,tiktok_comment,要我都要都是我的哈哈哈😂,,,0,,,,,ko,"#中國旅行,#大陸旅遊,#chinatravel,#張家界,#琅琊古城",#ChinaTravel,7658927333285399552,中國旅行一站式服務，免費諮詢，規劃你的行程吧！🛫#中國旅行 #大陸旅遊 #chinatravel #張家界 #琅琊古城 ,7-8,,,,https://www.tiktok.com/@zgs71933tdx/video/7658927333285399828/,2026-07-23 05:41:34.619567+00:00,要我都要都是我的哈哈哈,要我都要都是我的哈哈哈
tiktok:17c16d99de30cdab,tiktok_comment,I feel like a female bird,,,0,,,,,en,"#chongqing,#chinesedance,#cdrama,#china,#chinatiktok",#VisitChina,7655218785481280512,"📍Chongqing Qing Yu Yan Imperial Feast Experience, Chongqing 🎟️Use my code “CLARARGHKLOOK"" for a discount when you book on Klook Follow for more travel tips and content 🤍 #chongqing #chinesedance #cdrama #china #chinatiktok ",7-3,,,,https://www.tiktok.com/@claraaarghh/video/7655218785481280789/,2026-08-17 07:43:44.536166+00:00,I feel like a female bird,feel like female bird
tiktok:17c46d324026c64b,tiktok_comment,I wish I could be there ….,,,0,,,,,en,"#fyp,#China,#travel",#ChinaTravel,7664463481453693952,"中國湖南芙蓉鎮景區 The Furong Town Scenic Area in Hunan Province, China #fyp #China #travel ",1d ago,,,,https://www.tiktok.com/@suny04322/video/7664463481453694240/,2026-07-23 05:48:48.137438+00:00,I wish I could be there ..,wish could
tiktok:17d16ac376619f7a,tiktok_comment,Holy Moly,,,0,,,,,en,"#asmr,#foryoupagе,#handmade,#chinamade,#chineseculture",#ExploreChina,7593986607577959424,Explore Chinese rural handmade craftsmanship  #asmr #foryoupagе #handmade #chinamade #chineseculture ,1-20,,,,https://www.tiktok.com/@explorechina786/video/7593986607577959701/,2026-07-23 05:55:22.632001+00:00,Holy Moly,holy moly
tiktok:17de0004237c1892,tiktok_comment,This looks AI,,,0,,,,,en,"#travel,#china",#ChinaTravel,7611416483410791424,#travel #china ,4-21,,,,https://www.tiktok.com/@llw12559p5s/video/7611416483410791694/,2026-07-23 05:45:57.908412+00:00,This looks AI,looks ai
tiktok:17df5c8f5d200b13,tiktok_comment,mari kita ber usaha biar bisa ke kota impian kita semua tidak ada yang kata² menyerah ya teman²🥰,,,0,,,,,id,"#thebund,#shanghai,#travelchina,#chongqing,#chinatravel",#ChinaTour,7585046293731478528,🇨🇳 Shanghai The Bund view is just AMAZING ✨️ #thebund #shanghai #travelchina #chongqing #chinatravel ,2025-12-30,,,,https://www.tiktok.com/@polan.id/video/7585046293731478792/,2026-08-17 07:48:51.375681+00:00,mari kita ber usaha biar bisa ke kota impian kita semua tidak ada yang kata2 menyerah ya teman2,mari ber usaha biar kota impian kata2 menyerah ya teman2
tiktok:17e0fcf5711282a9,tiktok_comment,Me encanta😻😻😻😻,,,0,,,,,en,"#fenghuangancienttown,#hunan,#china,#fairyland,#donghua",#ExploreChina,7635634404408249344,"🇨🇳 Fenghuang Ancient Town (Phoenix Ancient Town) in Hunan, China, is a 300+ year-old tourist destination (built in 1704) renowned for its traditional Miao and Tujia architecture on the banks of the Tuojiang River. Offering the charm of wooden stilt houses, ancient stone bridges, a vibrant nightlife, and a rich ethnic culture, the town is often cited as one of China's most beautiful towns. 🇨🇳 #fenghuangancienttown #hunan #china #fairyland #donghua ",6-4,,,,https://www.tiktok.com/@l1m_888_/video/7635634404408249607/,2026-08-17 06:28:37.907200+00:00,Me encanta,encanta
tiktok:17e321e4a9a3fafd,tiktok_comment,First in my travel list,,,0,,,,,en,"#travelguide,#Chinatravel,#asianboy,#hiking,#chinahiking",#ChinaTravel,7654782158065683456,When you go mountain climbing in China but don't want to get too tired......#travelguide #Chinatravel #asianboy #hiking #chinahiking ,7-1,,,,https://www.tiktok.com/@jessi_guangzhou_tour/video/7654782158065683726/,2026-07-24 07:46:44.414119+00:00,First in my travel list,first travel list
tiktok:17e384fe5a089472,tiktok_comment,người đẹp Tây Hạ.,,,0,,,,,vi,"#travel,#China,#中国旅行,#Chineseculture,#中国",#ChinaTravel,7660690923868670976,中国山东琅琊古城西域弯刀舞小姐姐，了解中国历史中国文化#travel #China #中国旅行 #Chineseculture #中国,7-14,,,,https://www.tiktok.com/@thingschinatravel/video/7660690923868671250/,2026-07-23 05:44:59.675965+00:00,người đẹp Tây Hạ.,người đẹp tây hạ
tiktok:17eb0ac28094e0d1,tiktok_comment,hyyyy Allah ☺️china is best,,,0,,,,,en,"#worldexplorer,#chinalifestyle,#beautifulview,#chinacountry,#chinaview",#ExploreChina,7645544560319286272,MOST BEAUTIFUL VIEW IN CHINA 🇨🇳  . . . . . . . . #worldexplorer #chinalifestyle #beautifulview #chinacountry #chinaview ,5-31,,,,https://www.tiktok.com/@world_explorer27/video/7645544560319286550/,2026-07-23 05:55:49.530178+00:00,hyy Allah ☺️china is best,hyy allah best
tiktok:180284b6662ef858,tiktok_comment,Th dpn prg😍,,,0,,,,,en,"#hangzhou,#xianqiaocave,#chinatravel,#travelbucketlist,#tiktoktravel",#ChinaTravel,7658114024705510400,"Nicknamed Hangzhou’s Wizard of‑Oz wonderland, Lingshan Xianqiao Cave features cool caves, hanging‑bridge views and dreamy sun‑ray mist scenery. #hangzhou #xianqiaocave #chinatravel #travelbucketlist #tiktoktravel ",1d ago,,,,https://www.tiktok.com/@lamartin183/video/7658114024705510670/,2026-07-24 07:30:35.333058+00:00,Th dpn prg,th dpn prg
tiktok:1802e1ace5a76d52,tiktok_comment,一生行かない事は決まっている,,,0,,,,,ja,"#中国,#芙蓉鎮,#湖南省,#ひとり旅　",#ExploreChina,7663446578132241408,中国🇨🇳芙蓉鎮ハンパない🔥🔥 #中国 #芙蓉鎮 #湖南省 #ひとり旅　,1d ago,,,,https://www.tiktok.com/@imukenbb/video/7663446578132241685/,2026-07-23 05:59:00.354684+00:00,一生行かない事は決まっている,一生行かない事は決まっている
tiktok:1811bf6ff7b18ca8,tiktok_comment,really amazing.,,,0,,,,,en,"#china,#beauty,#travel,#amazing",#ChinaTravel,7663366594881457152,"Spanning a hundred-meter-deep gorge, the stunning glass Ruyi Bridge at Shenxianju terrifies most travelers; only a tiny fraction can cross steadily, leaving many scrambling along its railings out of fear.#china #beauty #travel #amazing ",3d ago,,,,https://www.tiktok.com/@poetic.china/video/7663366594881457430/,2026-07-24 07:42:10.916055+00:00,really amazing.,really amazing
tiktok:18131b030127e632,tiktok_comment,案外 道は広いのでしょう？😂,,,0,,,,,ja,"#科学普及,#fyp",#ExploreChina,7636642839006301184,#科学普及 #fyp ,6-8,,,,https://www.tiktok.com/@gm07538/video/7636642839006301461/,2026-07-23 06:02:06.001453+00:00,案外 道は広いのでしょう?,案外 道は広いのでしょう
tiktok:1817c8d75a93fceb,tiktok_comment,"This looks out of a movie, so pretty",,,0,,,,,en,"#wulong,#chongqing,#mountains",#TravelChina,7646878232557538304,"Not far from the city of chongqing, there is place a called Wulong Karst, the three bridges. It is a national parc that you can visit on a one day trip from chongqing, it has huge mountain rocks and lovely views. Enjoy China ! 🇨🇳 #wulong #chongqing #mountains ",6-22,,,,https://www.tiktok.com/@mohaeam/video/7646878232557538582/,2026-07-23 06:06:26.025353+00:00,"This looks out of a movie, so pretty",looks movie pretty
tiktok:183d3876a5cc732a,tiktok_comment,fyp aku sanset terus,,,0,,,,,en,"#旅行推荐官,#旅行日记,#fyp,#中国旅行,#甘南",#ChinaTravel,7642990644708871168,这是中国西部，甘南一个很少人知道的地方！#旅行推荐官 #旅行日记 #fyp #中国旅行 #甘南 ,7-2,,,,https://www.tiktok.com/@zengzeng2553/video/7642990644708871444/,2026-07-23 05:44:12.766922+00:00,fyp aku sanset terus,fyp aku sanset terus
tiktok:183fa7666eddcc8d,tiktok_comment,Are Chinese so handsome? I had no idea,,,0,,,,,en,"#chinatravel,#HiddenChina,#Wuyuan,#fpy,#visitchina,#Chongqing,#panda",#ChinaTravel,7668236722789993472,Foot spas in China hit different! I didn’t expect such an amazing therapist. Pure relaxation during my China trip. Want a relaxing and wonderful trip? Let me know your travel date and group size.#chinatravel #HiddenChina #Wuyuan #fpy #visitchina #Chongqing #panda ,8-3,,,,https://www.tiktok.com/@nihaochina16/video/7668236722789993759/,2026-08-17 08:00:52.698103+00:00,Are Chinese so handsome? I had no idea,chinese handsome idea
tiktok:1852fe2caa25f065,tiktok_comment,how much,,,0,,,,,en,"#chinatravel,#guangzhou,#travelbucketlist,#zhangjiajie,#chongqing",#ChinaTravel,7564311102759226368,"10-day trip to China, starting from Guangzhou.  guangzhou - zhangjiajie - chongqing -chengdu #chinatravel #guangzhou #travelbucketlist #zhangjiajie #chongqing ",2025-11-12,,,,https://www.tiktok.com/@intoexplore/video/7564311102759226654/,2026-08-16 14:58:00.117954+00:00,how much,much
tiktok:1859a186b8bbbef5,tiktok_comment,"The ancient houses in Wuyuan. China, exude a poetic beauty.",,,0,,,,,en,"#Wuyuan,#JiangnanTravel,#ChineseStyleGem,#MistyWuyuan",#TravelChina,7638107057895345152,"Rainy days in Wuyuan are pure magic! Misty fog drapes over ancient Jiangnan water town, stone bridges, running streams and old folk houses straight out of a Chinese ink painting, full of quiet charm and storybook vibes that heal your whole soul #Wuyuan #JiangnanTravel #ChineseStyleGem #MistyWuyuan",5-10,,,,https://www.tiktok.com/@loka.chinese.travel/video/7638107057895345421/,2026-08-17 07:20:45.549036+00:00,"The ancient houses in Wuyuan. China, exude a poetic beauty.",ancient houses china exude poetic beauty
tiktok:1859de0c4b1611a7,tiktok_comment,china is good make sure you seek for advice so you don get stranded,,,0,,,,,en,"#livinginlagos,#lifeinchina,#livinginchina,#timithompson,#chinatravel",#VisitChina,7556661943877012480,"Save this video if you’re visiting China soon. I put together a few apps and basics that will make life here easier, from getting around and staying connected to paying, eating and staying safe. Quick note: I’m not a visa agent or job consultant, so I can’t help with visas or jobs. Everything here is simply from my own experience living in China. #livinginlagos #lifeinchina #livinginchina #timithompson #chinatravel ",1-11,,,,https://www.tiktok.com/@timi.thompson/video/7556661943877012758/,2026-08-17 07:56:58.345196+00:00,china is good make sure you seek for advice so you don get stranded,china good make sure seek advice get stranded
tiktok:185bb3043cf08a70,tiktok_comment,wunderschön 👍👍👍👍,,,0,,,,,de,"#china,#Travel,#Guangzhou,#food,#TourGuide",#ChinaTravel,7646735833076075520,Ever eaten wiht your feet in the water?#china #Travel #Guangzhou #food #TourGuide ,6-19,,,,https://www.tiktok.com/@eunices.guangzhou/video/7646735833076075807/,2026-07-24 07:45:02.122954+00:00,wunderschön,wunderschön
tiktok:1863a687fe5c67d4,tiktok_comment,really good 💯,,,0,,,,,en,"#china,#yunnan,#dali,#travel,#shanghai",#ChinaTravel,7663180362452880384,#china #yunnan #dali #travel #shanghai ,2d ago,,,,https://www.tiktok.com/@llumarshh/video/7663180362452880673/,2026-07-23 05:39:38.288865+00:00,really good,really good
tiktok:186e641ade130bb9,tiktok_comment,ずとまよ味がある,,,0,,,,,ja,"#長沙,#中国旅行,#ひとり旅,#海外旅行,#絶景",#VisitChina,7653821698776615936,中国女子ひとり旅in長沙🇨🇳 湖南省長沙にある文和友に行ってきました。 1980年代〜90年代の長沙の街並みを再現したレストラン＆テーマパーク空間です。 レトロな街並みがステキで、歩くだけでも楽しかったです！ 土曜日のお昼頃行きましたが、思っていたよりも混んでいなかったです！雨が降っていたからかな？☔️ #長沙 #中国旅行 #ひとり旅 #海外旅行 #絶景 ,6-24,,,,https://www.tiktok.com/@youyuen/video/7653821698776616213/,2026-08-17 07:45:02.158685+00:00,ずとまよ味がある,ずとまよ味がある
tiktok:1875946a73a60808,tiktok_comment,So beautiful scenery,,,0,,,,,en,"#旅行,#旅遊,#江西,#jiangxi,#chinatravel",#ExploreChina,7620750350370311168,靈山擁有亞洲最長室外登山扶梯，且耗資1.3億打造的超級電梯，55分鐘直達山頂，老人小孩都能輕鬆征服雲海奇峰！ 電梯全長753.2米，10段扶梯，垂直高度267米，相當於88層樓 #旅行 #旅遊 #江西 #jiangxi #chinatravel ,5-16,,,,https://www.tiktok.com/@asiaodysseytravel99/video/7620750350370311446/,2026-07-23 06:05:23.478374+00:00,So beautiful scenery,beautiful scenery
tiktok:187bc6cf63ef6466,tiktok_comment,Yay have fun Mami !,,,0,,,,,en,"#china,#traveling,#asia,#hongkong,#guangzhou",#ChinaTravel,7665430284598266880,Going to China !!!! Super excited !! #china #traveling #asia #hongkong #guangzhou ,1d ago,,,,https://www.tiktok.com/@itsdrayamichele/video/7665430284598267166/,2026-07-24 07:43:19.924341+00:00,Yay have fun Mami !,yay fun mami
tiktok:188c8c130627c900,tiktok_comment,can I come this week,,,0,,,,,en,"#Guangzhou,#Travel,#Summer,#China,#TourGuide",#ChinaTravel,7649589319602129920,This is the perfect place and way to relax in summer! #Guangzhou #Travel #Summer #China #TourGuide,7-7,,,,https://www.tiktok.com/@ember2160/video/7649589319602130194/,2026-07-24 07:44:45.427172+00:00,can I come this week,come week
tiktok:1891476e6cd668bc,tiktok_comment,"Can you do a vlog and exploreing, pls🙏🙏",,,0,,,,,en,"#travel,#china,#fyp,#shenzhen,#peak",#ChinaTravel,7665453163087973376,Lowk found THE spot. #travel #china #fyp #shenzhen #peak ,3h ago,,,,https://www.tiktok.com/@tayumabroad/video/7665453163087973665/,2026-07-23 05:46:43.686171+00:00,"Can you do a vlog and exploreing, pls",vlog exploreing pls
tiktok:1892f77d43c9b549,tiktok_comment,jujur mau ke sana tapi harus belajar dulu bahasa nya😭,,,0,,,,,id,"#重庆,#Chongqing,#ChinaTravel",#ChinaTravel,7635607954124704768,晚上7点29人群不约而同的举起了手机，一起拍洪崖洞亮灯，这是属于重庆节假日的浪漫。#重庆 #Chongqing #ChinaTravel ,5-19,,,,https://www.tiktok.com/@wdcq023/video/7635607954124705031/,2026-07-24 08:16:55.230799+00:00,jujur mau ke sana tapi harus belajar dulu bahasa nya,jujur belajar bahasa nya
tiktok:18951db2656a8a34,tiktok_comment,negara yg damai tenang dengan bangunan dan keindahan alam nya,,,0,,,,,id,"#yanguanancientcity,#盐官古城,#chinatravel,#travelbucketlist,#tiktoktravel",#ChinaTravel,7656635713844300800,"Yanguan Ancient City in Haining is the best spot to watch the amazing Qiantang River Tidal Bore, with time-honored royal buildings and profound literary heritage. #yanguanancientcity #盐官古城 #chinatravel #travelbucketlist #tiktoktravel ",6d ago,,,,https://www.tiktok.com/@lamartin183/video/7656635713844301070/,2026-07-24 07:41:37.600823+00:00,negara yg damai tenang dengan bangunan dan keindahan alam nya,negara yg damai tenang bangunan keindahan alam nya
tiktok:18a316bcbd40fcb4,tiktok_comment,It does really look like Oahu hawaii,,,0,,,,,en,"#fyp,#tellme,#traveltiktok,#china,#hainan",#ChinaTravel,7661699573282278400,"Can you believe that this is the real China  China is not the country that the west has told us it is, at least from a tourist perspective. When i orginally came here i was nervous, hesitant, I didn’t know what to expect.  But now i have been to 15 cities, almost 10 provinces, spoke with hundreds of people, and learned that China is like every other country in the world. It has people that work, laugh, talk, vacation, it’s a normal place.  This is Sanya in Hainan #fyp #tellme #traveltiktok #china #hainan ",7-13,,,,https://www.tiktok.com/@christian.grossi/video/7661699573282278686/,2026-07-24 07:36:00.279442+00:00,It does really look like Oahu hawaii,really look like oahu hawaii
tiktok:18a8bde9b0f71cc2,tiktok_comment,Want to do this. 👏🤩,,,0,,,,,en,"#changancity,#chinatravel,#hanfuphotoshoot,#ancientchinesestyle,#xiantravel",#ChinaTravel,7659818375249497088,"How can you visit Xi'an, China without taking photos in a red Hanfu? The finished photos are stunning #changancity #chinatravel #hanfuphotoshoot #ancientchinesestyle #xiantravel",7-9,,,,https://www.tiktok.com/@wanghkojqzu/video/7659818375249497352/,2026-07-23 05:38:13.530703+00:00,Want to do this.,want
tiktok:18b2ae8180eead5b,tiktok_comment,"я переезжаю в конце лета в Китай, Поздравьте",,,0,,,,,ru,"#chongqing,#china,#cyberpunk,#travel,#fpy",#ChinaTravel,7630790908132281344,#chongqing #china #cyberpunk #travel #fpy ,7-6,,,,https://www.tiktok.com/@rawchongqingnights/video/7630790908132281630/,2026-07-24 08:39:53.348630+00:00,"я переезжаю в конце лета в Китай, Поздравьте",переезжаю конце лета китай поздравьте
tiktok:18b8dcb8ee845354,tiktok_comment,А как есим скачать?,,,0,,,,,ru,"#китай,#шанхай,#азия,#путешествия,#пекин",#ChinaTravel,7655316939224599552,"Ещё 3 полезных совета для первой поездки в Китай👇🏼 🔌 Розетки Если не хочешь остаться без зарядки, возьми переходник. В Китае другой тип розеток (I), поэтому европейская вилка подходит не всегда.  📲 Павербанк В Китае все через телефон: переводчик, оплата, навигация и миллион фотографий — поэтому павербанк точно пригодится. Только проверь заранее, чтобы была маркировка «CCC» — иначе изымут в аэропорту. 🚇 Метро Не игнорируй метро — в Китае это один из самых удобных и дешёвых способов передвижения. Оплачивать поездки можно прямо через Alipay: достаточно создать транспортную карту и сканировать QR-код на входе и выходе. ℹ️ А в следующем видео покажу пошагово, как открыть транспортную карту в Китае за пару минут. Подпишись, чтобы не пропустить. #китай #шанхай #азия #путешествия #пекин ",6-27,,,,https://www.tiktok.com/@kseniya_the_explorer/video/7655316939224599828/,2026-07-25 08:50:16.170618+00:00,А как есим скачать?,есим скачать
tiktok:18baa6becb743b1b,tiktok_comment,I’ve been wanting this exact kind of trip through REAL China! And I can’t imagine going for less than 3 weeks!,,,0,,,,,en,"#ChinaTravel,#ChinaTour,#ExploreChina,#Travelchina,#Guizhou,#Guilin,#Chongqing",#ChinaTravel,7660058480321121280,"Most people avoid China in July and August... But if summer is the only time your family can travel, this might be the adventure your kids remember forever. Ancient civilizations, futuristic cities, hidden caves, waterfalls, villages, mountains, pandas, and theme parks — all connected by China's incredible high-speed rail. Would you take your family on this journey? #ChinaTravel #ChinaTour #ExploreChina #Travelchina #Guizhou #Guilin #Chongqing ",7-9,,,,https://www.tiktok.com/@mac.in.china/video/7660058480321121566/,2026-07-24 07:38:42.994002+00:00,I’ve been wanting this exact kind of trip through REAL China! And I can’t imagine going for less than 3 weeks!,wanting exact kind trip real china imagine going less weeks
tiktok:18c583a3ad699927,tiktok_comment,"Chinese is also one of the five permanent languages, and people all over the world should learn it too.",,,0,,,,,en,"#foryou,#fyp,#travelchina,#learnchinese,#china",#ChinaTravel,7658479701295385600,The biggest culture shock wasn't the language but it WAS realizing the country wasn't built around tourists???🗣️ Where have you traveled that pushed you the furthest outside your comfort zone? #foryou #fyp #travelchina #learnchinese #china,4d ago,,,,https://www.tiktok.com/@beyond_the_wall_blog/video/7658479701295385878/,2026-07-24 07:39:34.703825+00:00,"Chinese is also one of the five permanent languages, and people all over the world should learn it too.",chinese also one five permanent languages people world learn
tiktok:18ce68be621cfc24,tiktok_comment,why is trump on his alt account,,,0,,,,,en,"#trump,#china,#chinatravel,#panda,#chongqing",#ChinaTravel,7660017316125494272,Spicy bamboo #trump #china #chinatravel #panda #chongqing ,5d ago,,,,https://www.tiktok.com/@trumpbyryan/video/7660017316125494558/,2026-07-24 07:42:35.312226+00:00,why is trump on his alt account,trump alt account
tiktok:18dcc99e4ba67454,tiktok_comment,Song name,,,0,,,,,en,"#explorechina,#travelchina,#waterfall,#furongtown",#ChinaTravel,7651924556986289152,"This is Furong Town, an ancient Chinese town built around a waterfall 🇨🇳 #explorechina #travelchina #waterfall #furongtown ",8-8,,,,https://www.tiktok.com/@flvckocinco/video/7651924556986289416/,2026-08-16 15:05:41.696061+00:00,Song name,song name
tiktok:18dfde5bbb45f3d4,tiktok_comment,Is this AI?,,,0,,,,,en,"#travel,#china",#ChinaTravel,7611416483410791424,#travel #china ,4-19,,,,https://www.tiktok.com/@llw12559p5s/video/7611416483410791694/,2026-07-23 05:45:57.908412+00:00,Is this AI?,ai
tiktok:18e2dd38a242e7a0,tiktok_comment,Jealousy in the comments,,,0,,,,,en,"#chongqing,#china,#cyberpunk,#travel,#fpy",#ChinaTravel,7630790908132281344,#chongqing #china #cyberpunk #travel #fpy ,4-27,,,,https://www.tiktok.com/@rawchongqingnights/video/7630790908132281630/,2026-07-24 08:39:53.348630+00:00,Jealousy in the comments,jealousy comments
tiktok:18e34370037903fe,tiktok_comment,Trying to convince my friends of this😩can you give an honest review on how✋🏽is treated over there,,,0,,,,,en,"#shanghai,#china,#chinatravel,#traveldiaries,#thebund",#ChinaTravel,7654808062875749376,2026 is for chinamaxxing #shanghai #china #chinatravel #traveldiaries #thebund ,7-11,,,,https://www.tiktok.com/@gretelrue/video/7654808062875749654/,2026-07-23 05:48:30.346503+00:00,Trying to convince my friends of this can you give an honest review on how is treated over there,trying convince friends give honest review treated
tiktok:18e892b8b18ed07a,tiktok_comment,Why does that guy talk and sound like Trump?,,,0,,,,,en,"#trump,#china,#chinatravel,#panda,#chongqing",#ChinaTravel,7660017316125494272,Spicy bamboo #trump #china #chinatravel #panda #chongqing ,6d ago,,,,https://www.tiktok.com/@trumpbyryan/video/7660017316125494558/,2026-07-24 07:42:35.312226+00:00,Why does that guy talk and sound like Trump?,guy talk sound like trump
